level;id;profil_id;applicantcount;loannb;firstloan_amount;firstloan_type;firstloan_type_tax;firstloan_rate;firstloan_duration_years;firstloan_differ_months;contract_start_months;primary_applicant_sex;primary_applicant_age;primary_applicant_marital_status;post_code;primary_applicant_occupation_code;primary_applicant_contract;primary_applicant_working_time;primary_applicant_travel;primary_applicant_risk;primary_applicant_smoke;primary_applicant_share;contract_start_date;object;loan_effective;loan_one_year;lending_bank
FUR2018;444;FUR2018_444;Oui;1;154544;Amortissable;Fixe;1,15;30;0;1;Homme;49;Célibataire;48300;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;445;FUR2018_445;Oui;1;225651;Amortissable;Fixe;1,82;23;0;0;Femme;37;Marié;84190;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit du Nord
FUR2018;446;FUR2018_446;Oui;1;167823;Amortissable;Fixe;1,6;18;0;5;Homme;37;Concubinage;29242;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;447;FUR2018_447;Oui;1;164543;Amortissable;Fixe;1,68;25;0;4;Homme;23;Célibataire;88600;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;BNP Paribas
FUR2018;448;FUR2018_448;Oui;1;323343;Amortissable;Fixe;1,94;23;0;0;Femme;35;Marié;72320;Salarié cadre;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;449;FUR2018_449;Oui;1;102475;Amortissable;Fixe;1,95;15;0;0;Femme;36;Célibataire;48160;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;450;FUR2018_450;Oui;1;169553;Amortissable;Fixe;1,75;9;0;3;Homme;58;Divorcé;91720;Commerçant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;451;FUR2018_451;Oui;1;224056;Amortissable;Fixe;3,65;24;0;4;Femme;34;Marié;91940;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;CIC
FUR2018;452;FUR2018_452;Oui;1;141244;Amortissable;Fixe;2;28;0;3;Homme;38;Pacs;91310;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit du Nord
FUR2018;453;FUR2018_453;Oui;1;141768;Amortissable;Fixe;1;21;0;4;Homme;44;Concubinage;34700;Salarié cadre;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;LCL
FUR2018;454;FUR2018_454;Oui;1;149473;Amortissable;Fixe;2,23;26;0;0;Homme;27;Concubinage;78640;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;455;FUR2018_455;Oui;1;133559;Amortissable;Fixe;2,17;30;0;2;Femme;34;Marié;28240;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;456;FUR2018_456;Oui;1;343139;Amortissable;Fixe;3,93;14;0;0;Homme;31;Marié;05110;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;457;FUR2018_457;Oui;1;196252;Amortissable;Fixe;3,17;16;0;2;Homme;47;Marié;29440;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;458;FUR2018_458;Oui;1;158555;Amortissable;Fixe;1,3;17;0;0;Femme;33;Concubinage;95840;Salarié;Saisonnier;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;459;FUR2018_459;Oui;1;246885;Amortissable;Fixe;0,11;26;0;5;Homme;25;Marié;26460;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Credit mutuel
FUR2018;460;FUR2018_460;Oui;1;357409;Amortissable;Fixe;1,83;23;0;4;Homme;50;Célibataire;14123;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Boursorama
FUR2018;461;FUR2018_461;Oui;1;106374;Amortissable;Fixe;1,77;25;0;2;Homme;37;Marié;62760;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;462;FUR2018_462;Oui;1;166837;Amortissable;Fixe;1,31;28;0;0;Homme;42;Marié;34210;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Société Générale
FUR2018;463;FUR2018_463;Oui;1;113720;Amortissable;Fixe;2,04;26;0;0;Femme;29;Marié;80570;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;BNP Paribas
FUR2018;464;FUR2018_464;Oui;1;133174;Amortissable;Fixe;2,84;8;0;0;Homme;42;Célibataire;91100;Agriculteur;TNS;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;465;FUR2018_465;Oui;1;195856;Amortissable;Fixe;2,19;23;0;0;Femme;37;Concubinage;91700;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;466;FUR2018_466;Oui;1;95265;Amortissable;Fixe;3,2;22;0;0;Femme;58;Concubinage;88430;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;467;FUR2018_467;Oui;1;200358;Amortissable;Fixe;0,99;27;19;4;Femme;47;Célibataire;31110;Fonctionnaire;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;468;FUR2018_468;Oui;1;189950;Amortissable;Fixe;1,31;18;0;6;Homme;29;Pacs;35540;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Credit Agricole
FUR2018;469;FUR2018_469;Oui;1;65698;Amortissable;Fixe;1,52;29;0;5;Homme;47;Concubinage;33820;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;470;FUR2018_470;Oui;1;302143;Amortissable;Fixe;2,8;25;0;2;Femme;36;Marié;27300;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;CIC
FUR2018;471;FUR2018_471;Oui;1;99781;Amortissable;Fixe;3,63;24;0;6;Homme;26;Célibataire;77600;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Credit mutuel
FUR2018;472;FUR2018_472;Oui;1;133297;Amortissable;Fixe;1,46;25;0;0;Homme;35;Célibataire;25210;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;473;FUR2018_473;Oui;1;226636;Amortissable;Fixe;1,1;22;0;0;Femme;36;Marié;80470;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt signé;Oui;Boursorama
FUR2018;474;FUR2018_474;Oui;1;233674;Amortissable;Fixe;2,77;22;0;1;Femme;58;Célibataire;11330;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;475;FUR2018_475;Oui;1;96551;Amortissable;Fixe;1,7;22;0;2;Femme;39;Célibataire;06670;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;476;FUR2018_476;Oui;1;86571;Amortissable;Fixe;1,08;19;0;4;Femme;30;Célibataire;30500;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Oui;Non;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;477;FUR2018_477;Oui;1;189899;Amortissable;Fixe;1,74;20;0;2;Femme;53;Marié;71800;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt à signer;;LCL
FUR2018;478;FUR2018_478;Oui;1;172806;Amortissable;Fixe;1,83;24;0;4;Homme;32;Marié;26470;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt à signer;;Caisse d'Epargne
FUR2018;479;FUR2018_479;Oui;1;286101;Amortissable;Fixe;3,02;26;0;0;Homme;39;Marié;69590;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;480;FUR2018_480;Oui;1;178324;Amortissable;Fixe;1,23;19;0;1;Femme;36;Célibataire;26120;Salarié;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;481;FUR2018_481;Oui;1;57209;Amortissable;Fixe;1,26;13;0;0;Homme;41;Marié;08160;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Banque populaire
FUR2018;482;FUR2018_482;Oui;1;144256;Amortissable;Fixe;1,81;18;0;4;Homme;34;Pacs;91930;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;483;FUR2018_483;Oui;1;228504;Amortissable;Variable;2,01;30;0;0;Homme;34;Pacs;69770;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;484;FUR2018_484;Oui;1;192490;Amortissable;Fixe;1,79;11;0;0;Femme;31;Marié;02450;Fonctionnaire;TNS;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;LCL
FUR2018;485;FUR2018_485;Oui;1;235021;Amortissable;Fixe;1,61;17;0;0;Femme;54;Pacs;01100;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;486;FUR2018_486;Oui;1;96031;Amortissable;Fixe;3,15;19;0;1;Homme;36;Marié;31390;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;487;FUR2018_487;Oui;1;94433;Amortissable;Fixe;2,85;26;4;3;Homme;35;Marié;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;CIC
FUR2018;488;FUR2018_488;Oui;1;161567;Amortissable;Fixe;1,11;19;0;4;Homme;26;Concubinage;95570;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;489;FUR2018_489;Oui;1;99166;Amortissable;Fixe;1,26;29;0;0;Homme;40;Marié;34260;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;CIC
FUR2018;490;FUR2018_490;Oui;1;88982;Amortissable;Fixe;1,39;14;0;7;Homme;36;Célibataire;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;491;FUR2018_491;Oui;1;61518;Amortissable;Fixe;1,23;25;0;4;Homme;43;Concubinage;91130;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Banque postale
FUR2018;492;FUR2018_492;Oui;1;227928;Amortissable;Fixe;2,47;24;0;0;Femme;34;Concubinage;47500;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;493;FUR2018_493;Oui;1;262642;Amortissable;Fixe;2,31;17;0;0;Homme;27;Concubinage;95250;Fonctionnaire;TNS;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Je ne sais pas
FUR2018;494;FUR2018_494;Oui;1;74583;Amortissable;Variable;6,61;6;0;4;Homme;29;Marié;80340;Salarié cadre;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;495;FUR2018_495;Oui;1;234421;Amortissable;Fixe;1,07;18;0;0;Femme;45;Concubinage;74290;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Immobilier de France
FUR2018;496;FUR2018_496;Oui;1;101316;Amortissable;Fixe;1,85;22;0;9;Homme;37;Célibataire;78560;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;CIC
FUR2018;497;FUR2018_497;Oui;1;209423;Amortissable;Fixe;2,71;22;0;2;Homme;48;Célibataire;35420;Fonctionnaire;TNS;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;498;FUR2018_498;Oui;1;242861;Amortissable;Fixe;1,11;17;0;0;Homme;26;Marié;36700;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;499;FUR2018_499;Oui;1;55000;Amortissable;Fixe;1,66;26;0;3;Femme;32;Concubinage;88300;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;AXA banque
FUR2018;500;FUR2018_500;Oui;1;106540;Amortissable;Variable;1,44;25;0;1;Homme;39;Concubinage;83210;Artisan;TNS;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
